Country;Code;Region;Year;GDP
Israel;ISR;Middle East & North Africa;1991;59170288069.8688
Israel;ISR;Middle East & North Africa;1992;65771216221.0223
Israel;ISR;Middle East & North Africa;1993;65925582472.9925
Israel;ISR;Middle East & North Africa;1994;74669718186.6171
Israel;ISR;Middle East & North Africa;1995;99319560110.8064
Israel;ISR;Middle East & North Africa;1996;109160636024.31
Israel;ISR;Middle East & North Africa;1997;113365224642.365
Israel;ISR;Middle East & North Africa;1998;114992763348.333
Israel;ISR;Middle East & North Africa;1999;116276785141.875
Israel;ISR;Middle East & North Africa;2000;131451205454.59
Israel;ISR;Middle East & North Africa;2001;129596737760.658
Israel;ISR;Middle East & North Africa;2002;119876313900.967
Israel;ISR;Middle East & North Africa;2003;125467161458.905
Israel;ISR;Middle East & North Africa;2004;134020972780.009
Israel;ISR;Middle East & North Africa;2005;141212566844.92
Israel;ISR;Middle East & North Africa;2006;152231249158.4
Israel;ISR;Middle East & North Africa;2007;176674375015.214
Israel;ISR;Middle East & North Africa;2008;213920568561.873
Israel;ISR;Middle East & North Africa;2009;206478651171.07
Israel;ISR;Middle East & North Africa;2010;232907996790.586
Israel;ISR;Middle East & North Africa;2011;258417551704.863
Israel;ISR;Middle East & North Africa;2012;257206359086.076
Israel;ISR;Middle East & North Africa;2013;290550599943.225
Italy;ITA;Europe & Central Asia;1960;40385288344.1911
Italy;ITA;Europe & Central Asia;1961;44842760293.1924
Italy;ITA;Europe & Central Asia;1962;50383891898.9911
Italy;ITA;Europe & Central Asia;1963;57710743059.8341
Italy;ITA;Europe & Central Asia;1964;63175417019.0094
Italy;ITA;Europe & Central Asia;1965;67978153850.5191
Italy;ITA;Europe & Central Asia;1966;73654870011.2757
Italy;ITA;Europe & Central Asia;1967;81133120065.4202
Italy;ITA;Europe & Central Asia;1968;87942231678.3505
Italy;ITA;Europe & Central Asia;1969;97085082807.3751
Italy;ITA;Europe & Central Asia;1970;113062419454.771
Italy;ITA;Europe & Central Asia;1971;124306364544.32
Italy;ITA;Europe & Central Asia;1972;144833597609.562
Italy;ITA;Europe & Central Asia;1973;174976862504.151
Italy;ITA;Europe & Central Asia;1974;198978626079.19
Italy;ITA;Europe & Central Asia;1975;227027400355.872
Italy;ITA;Europe & Central Asia;1976;224057573156.548
Italy;ITA;Europe & Central Asia;1977;256840083607.637
Italy;ITA;Europe & Central Asia;1978;314133402235.911
Italy;ITA;Europe & Central Asia;1979;392521436961.081
Italy;ITA;Europe & Central Asia;1980;475855686864.119
Italy;ITA;Europe & Central Asia;1981;429438430761.369
Italy;ITA;Europe & Central Asia;1982;426018294631.353
Italy;ITA;Europe & Central Asia;1983;441741727944.926
Italy;ITA;Europe & Central Asia;1984;436602175556.535
Italy;ITA;Europe & Central Asia;1985;450889910455.329
Italy;ITA;Europe & Central Asia;1986;638506360566.307
Italy;ITA;Europe & Central Asia;1987;803347784881.984
Italy;ITA;Europe & Central Asia;1988;888991448080.928
Italy;ITA;Europe & Central Asia;1989;925935047840.813
Italy;ITA;Europe & Central Asia;1990;1177754920168.07
Italy;ITA;Europe & Central Asia;1991;1242561608709.22
Italy;ITA;Europe & Central Asia;1992;1316286027808.33
Italy;ITA;Europe & Central Asia;1993;1061831662975.27
Italy;ITA;Europe & Central Asia;1994;1095989702209.41
Italy;ITA;Europe & Central Asia;1995;1171213598003.09
Italy;ITA;Europe & Central Asia;1996;1309407704856.32
Italy;ITA;Europe & Central Asia;1997;1239510004547.52
Italy;ITA;Europe & Central Asia;1998;1266790453886.47
Italy;ITA;Europe & Central Asia;1999;1249057106328.57
Italy;ITA;Europe & Central Asia;2000;1142213930348.26
Italy;ITA;Europe & Central Asia;2001;1162784787472.04
Italy;ITA;Europe & Central Asia;2002;1267043101825.71
Italy;ITA;Europe & Central Asia;2003;1570330699774.27
Italy;ITA;Europe & Central Asia;2004;1799204087587.62
Italy;ITA;Europe & Central Asia;2005;1853465900611.85
Italy;ITA;Europe & Central Asia;2006;1943430740490.23
Italy;ITA;Europe & Central Asia;2007;2203972558211.15
Italy;ITA;Europe & Central Asia;2008;2391963512218.39
Italy;ITA;Europe & Central Asia;2009;2186107544936.82
Italy;ITA;Europe & Central Asia;2010;2126620402889.09
Italy;ITA;Europe & Central Asia;2011;2278230390029.84
Italy;ITA;Europe & Central Asia;2012;2091760740477.18
Italy;ITA;Europe & Central Asia;2013;2149484516711.75
Jamaica;JAM;Latin America & Caribbean;1960;699064357.298637
Jamaica;JAM;Latin America & Caribbean;1961;748043414.097894
Jamaica;JAM;Latin America & Caribbean;1962;777727657.006549
Jamaica;JAM;Latin America & Caribbean;1963;826706669.005825
Jamaica;JAM;Latin America & Caribbean;1964;897948941.586558
Jamaica;JAM;Latin America & Caribbean;1965;972159571.205328
Jamaica;JAM;Latin America & Caribbean;1966;1096759516.24749
Jamaica;JAM;Latin America & Caribbean;1967;1148014336.12037
Jamaica;JAM;Latin America & Caribbean;1968;1083839095.57418
Jamaica;JAM;Latin America & Caribbean;1969;1191239555.57681
Jamaica;JAM;Latin America & Caribbean;1970;1404720459.05833
Jamaica;JAM;Latin America & Caribbean;1971;1539862371.26661
Jamaica;JAM;Latin America & Caribbean;1972;1875146657.0086
Jamaica;JAM;Latin America & Caribbean;1973;1905861156.9452
Jamaica;JAM;Latin America & Caribbean;1974;2375122420.81841
Jamaica;JAM;Latin America & Caribbean;1975;2860442774.67605
Jamaica;JAM;Latin America & Caribbean;1976;2966042882.30784
Jamaica;JAM;Latin America & Caribbean;1977;3249733206.65621
Jamaica;JAM;Latin America & Caribbean;1978;2644527877.44645
Jamaica;JAM;Latin America & Caribbean;1979;2425064186.17771
Jamaica;JAM;Latin America & Caribbean;1980;2679379400.8362
Jamaica;JAM;Latin America & Caribbean;1981;2979027961.12141
Jamaica;JAM;Latin America & Caribbean;1982;3293496303.44113
Jamaica;JAM;Latin America & Caribbean;1983;3619262288.38127
Jamaica;JAM;Latin America & Caribbean;1984;2373564500.56453
Jamaica;JAM;Latin America & Caribbean;1985;2100239026.53449
Jamaica;JAM;Latin America & Caribbean;1986;2754549678.11457
Jamaica;JAM;Latin America & Caribbean;1987;3287007232.35171
Jamaica;JAM;Latin America & Caribbean;1988;3828342820.48217
Jamaica;JAM;Latin America & Caribbean;1989;4404938028.3972
Jamaica;JAM;Latin America & Caribbean;1990;4592208211.53699
Jamaica;JAM;Latin America & Caribbean;1991;4106205952.23973
Jamaica;JAM;Latin America & Caribbean;1992;3535452385.984
Jamaica;JAM;Latin America & Caribbean;1993;4891215396.78684
Jamaica;JAM;Latin America & Caribbean;1994;4938132517.80945
Jamaica;JAM;Latin America & Caribbean;1995;5813471981.63996
Jamaica;JAM;Latin America & Caribbean;1996;6527302707.85419
Jamaica;JAM;Latin America & Caribbean;1997;7472532258.01629
Jamaica;JAM;Latin America & Caribbean;1998;8742153397.25675
Jamaica;JAM;Latin America & Caribbean;1999;8830909008.27052
Jamaica;JAM;Latin America & Caribbean;2000;9008629729.41031
Jamaica;JAM;Latin America & Caribbean;2001;9104515930.20984
Jamaica;JAM;Latin America & Caribbean;2002;9718989516.70522
Jamaica;JAM;Latin America & Caribbean;2003;9430236065.12236
Jamaica;JAM;Latin America & Caribbean;2004;10173234921.1116
Jamaica;JAM;Latin America & Caribbean;2005;11075778481.0127
Jamaica;JAM;Latin America & Caribbean;2006;11903020643.5944
Jamaica;JAM;Latin America & Caribbean;2007;12820055024.6163
Jamaica;JAM;Latin America & Caribbean;2008;13676837630.2798
Jamaica;JAM;Latin America & Caribbean;2009;12125023181.3057
Jamaica;JAM;Latin America & Caribbean;2010;13230844040.0431
Jamaica;JAM;Latin America & Caribbean;2011;14433926128.591
Jamaica;JAM;Latin America & Caribbean;2012;14794802080.8803
Jamaica;JAM;Latin America & Caribbean;2013;14362262584.9078
Jordan;JOR;Middle East & North Africa;1960;
Jordan;JOR;Middle East & North Africa;1961;
Jordan;JOR;Middle East & North Africa;1962;
Jordan;JOR;Middle East & North Africa;1963;
Jordan;JOR;Middle East & North Africa;1964;
Jordan;JOR;Middle East & North Africa;1965;599759760.096096
Jordan;JOR;Middle East & North Africa;1966;657999736.800105
Jordan;JOR;Middle East & North Africa;1967;631679747.328101
Jordan;JOR;Middle East & North Africa;1968;561119775.55209
Jordan;JOR;Middle East & North Africa;1969;698879720.448112
Jordan;JOR;Middle East & North Africa;1970;639519744.192102
Jordan;JOR;Middle East & North Africa;1971;678159728.736109
Jordan;JOR;Middle East & North Africa;1972;788479684.608126
Jordan;JOR;Middle East & North Africa;1973;943783839.718052
Jordan;JOR;Middle East & North Africa;1974;1197483948.68547
Jordan;JOR;Middle East & North Africa;1975;1363073497.77355
Jordan;JOR;Middle East & North Africa;1976;1708822439.70324
Jordan;JOR;Middle East & North Africa;1977;2096778602.16785
Jordan;JOR;Middle East & North Africa;1978;2602535813.49693
Jordan;JOR;Middle East & North Africa;1979;3271368780.65347
Jordan;JOR;Middle East & North Africa;1980;3909708819.33373
Jordan;JOR;Middle East & North Africa;1981;4384247336.07116
Jordan;JOR;Middle East & North Africa;1982;4680673603.93995
Jordan;JOR;Middle East & North Africa;1983;4920692190.95569
Jordan;JOR;Middle East & North Africa;1984;4967162160.40472
Jordan;JOR;Middle East & North Africa;1985;4993512828.63478
Jordan;JOR;Middle East & North Africa;1986;6402001908.75685
Jordan;JOR;Middle East & North Africa;1987;6756417468.58556
Jordan;JOR;Middle East & North Africa;1988;6277331602.0647
Jordan;JOR;Middle East & North Africa;1989;4221121313.80357
Jordan;JOR;Middle East & North Africa;1990;4159928734.14975
Jordan;JOR;Middle East & North Africa;1991;4344467193.25095
Jordan;JOR;Middle East & North Africa;1992;5311188449.62534
Jordan;JOR;Middle East & North Africa;1993;5606237931.06786
Jordan;JOR;Middle East & North Africa;1994;6237650242.52737
Jordan;JOR;Middle East & North Africa;1995;6727446669.01127
Jordan;JOR;Middle East & North Africa;1996;6928359294.57772
Jordan;JOR;Middle East & North Africa;1997;7244402974.93625
Jordan;JOR;Middle East & North Africa;1998;7910621093.43159
Jordan;JOR;Middle East & North Africa;1999;8147494328.76276
Jordan;JOR;Middle East & North Africa;2000;8457923945.43998
Jordan;JOR;Middle East & North Africa;2001;8972965061.21158
Jordan;JOR;Middle East & North Africa;2002;9580161951.38568
Jordan;JOR;Middle East & North Africa;2003;10193023726.215
Jordan;JOR;Middle East & North Africa;2004;11407566660.2844
Jordan;JOR;Middle East & North Africa;2005;12588665455.6409
Jordan;JOR;Middle East & North Africa;2006;15056937135.733
Jordan;JOR;Middle East & North Africa;2007;17110609939.1559
Jordan;JOR;Middle East & North Africa;2008;21971835282.5137
Jordan;JOR;Middle East & North Africa;2009;23818322957.7465
Jordan;JOR;Middle East & North Africa;2010;26425379436.6197
Jordan;JOR;Middle East & North Africa;2011;28840263380.2817
Jordan;JOR;Middle East & North Africa;2012;31015239545.2
Jordan;JOR;Middle East & North Africa;2013;33678500148
Japan;JPN;East Asia & Pacific;1960;44307342950.4
Japan;JPN;East Asia & Pacific;1961;53508617739.3778
Japan;JPN;East Asia & Pacific;1962;60723018683.7333
Japan;JPN;East Asia & Pacific;1963;69498131797.3333
Japan;JPN;East Asia & Pacific;1964;81749006381.5111
Japan;JPN;East Asia & Pacific;1965;90950278257.7778
Japan;JPN;East Asia & Pacific;1966;105628070343.111
Japan;JPN;East Asia & Pacific;1967;123781880217.6
Japan;JPN;East Asia & Pacific;1968;146601072685.511
Japan;JPN;East Asia & Pacific;1969;172204199480.889
Japan;JPN;East Asia & Pacific;1970;209070551156.667
Japan;JPN;East Asia & Pacific;1971;236154755295.247
Japan;JPN;East Asia & Pacific;1972;312738030290.016
Japan;JPN;East Asia & Pacific;1973;424891148590.163
Japan;JPN;East Asia & Pacific;1974;471643172433.473
Japan;JPN;East Asia & Pacific;1975;512861437158.573
Japan;JPN;East Asia & Pacific;1976;576405865272.759
Japan;JPN;East Asia & Pacific;1977;709404712455.402
Japan;JPN;East Asia & Pacific;1978;996741758196.688
Japan;JPN;East Asia & Pacific;1979;1037452649454.69
Japan;JPN;East Asia & Pacific;1980;1086988088501.05
Japan;JPN;East Asia & Pacific;1981;1201465862932
Japan;JPN;East Asia & Pacific;1982;1116840773461.75
Japan;JPN;East Asia & Pacific;1983;1218106450431.71
Japan;JPN;East Asia & Pacific;1984;1294608503864.69
Japan;JPN;East Asia & Pacific;1985;1384532251034.44
Japan;JPN;East Asia & Pacific;1986;2051061226984.6
Japan;JPN;East Asia & Pacific;1987;2485236197212.34
Japan;JPN;East Asia & Pacific;1988;3015393553892.77
Japan;JPN;East Asia & Pacific;1989;3017052046398.2
Japan;JPN;East Asia & Pacific;1990;3103698099973.41
Japan;JPN;East Asia & Pacific;1991;3536800942895.19
Japan;JPN;East Asia & Pacific;1992;3852794371594.29
Japan;JPN;East Asia & Pacific;1993;4414962786901.36
Japan;JPN;East Asia & Pacific;1994;4850348016491.89
Japan;JPN;East Asia & Pacific;1995;5333925511058.95
Japan;JPN;East Asia & Pacific;1996;4706187126019.61
Japan;JPN;East Asia & Pacific;1997;4324278106865.89
Japan;JPN;East Asia & Pacific;1998;3914574887342.22
Japan;JPN;East Asia & Pacific;1999;4432599282922.53
Japan;JPN;East Asia & Pacific;2000;4731198760271.14
Japan;JPN;East Asia & Pacific;2001;4159859918093.56
Japan;JPN;East Asia & Pacific;2002;3980819536159.76
Japan;JPN;East Asia & Pacific;2003;4302939184963.79
Japan;JPN;East Asia & Pacific;2004;4655803055650.55
Japan;JPN;East Asia & Pacific;2005;4571866957195.37
Japan;JPN;East Asia & Pacific;2006;4356749775546.81
Japan;JPN;East Asia & Pacific;2007;4356346715298.37
Japan;JPN;East Asia & Pacific;2008;4849184924937.25
Japan;JPN;East Asia & Pacific;2009;5035142154900.72
Japan;JPN;East Asia & Pacific;2010;5495387182996.1
Japan;JPN;East Asia & Pacific;2011;5905630870455.11
Japan;JPN;East Asia & Pacific;2012;5954476603961.52
Japan;JPN;East Asia & Pacific;2013;4919563108372.5
Kazakhstan;KAZ;Europe & Central Asia;1960;
Kazakhstan;KAZ;Europe & Central Asia;1961;
Kazakhstan;KAZ;Europe & Central Asia;1962;
Kazakhstan;KAZ;Europe & Central Asia;1963;
Kazakhstan;KAZ;Europe & Central Asia;1964;
Kazakhstan;KAZ;Europe & Central Asia;1965;
Kazakhstan;KAZ;Europe & Central Asia;1966;
Kazakhstan;KAZ;Europe & Central Asia;1967;
Kazakhstan;KAZ;Europe & Central Asia;1968;
Kazakhstan;KAZ;Europe & Central Asia;1969;
Kazakhstan;KAZ;Europe & Central Asia;1970;
Kazakhstan;KAZ;Europe & Central Asia;1971;
Kazakhstan;KAZ;Europe & Central Asia;1972;
Kazakhstan;KAZ;Europe & Central Asia;1973;
Kazakhstan;KAZ;Europe & Central Asia;1974;
Kazakhstan;KAZ;Europe & Central Asia;1975;
Kazakhstan;KAZ;Europe & Central Asia;1976;
Kazakhstan;KAZ;Europe & Central Asia;1977;
Kazakhstan;KAZ;Europe & Central Asia;1978;
Kazakhstan;KAZ;Europe & Central Asia;1979;
Kazakhstan;KAZ;Europe & Central Asia;1980;
Kazakhstan;KAZ;Europe & Central Asia;1981;
Kazakhstan;KAZ;Europe & Central Asia;1982;
Kazakhstan;KAZ;Europe & Central Asia;1983;
Kazakhstan;KAZ;Europe & Central Asia;1984;
Kazakhstan;KAZ;Europe & Central Asia;1985;
Kazakhstan;KAZ;Europe & Central Asia;1986;
Kazakhstan;KAZ;Europe & Central Asia;1987;
Kazakhstan;KAZ;Europe & Central Asia;1988;
Kazakhstan;KAZ;Europe & Central Asia;1989;
Kazakhstan;KAZ;Europe & Central Asia;1990;26932728898.8146
Kazakhstan;KAZ;Europe & Central Asia;1991;24881135586.399
Kazakhstan;KAZ;Europe & Central Asia;1992;24906939560.1098
Kazakhstan;KAZ;Europe & Central Asia;1993;23409027475.6879
Kazakhstan;KAZ;Europe & Central Asia;1994;21250839258.0901
Kazakhstan;KAZ;Europe & Central Asia;1995;20374307047.115
Kazakhstan;KAZ;Europe & Central Asia;1996;21035357832.8019
Kazakhstan;KAZ;Europe & Central Asia;1997;22165932062.966
Kazakhstan;KAZ;Europe & Central Asia;1998;22135245413.2312
Kazakhstan;KAZ;Europe & Central Asia;1999;16870817134.7767
Kazakhstan;KAZ;Europe & Central Asia;2000;18291990619.137
Kazakhstan;KAZ;Europe & Central Asia;2001;22152689129.5583
Kazakhstan;KAZ;Europe & Central Asia;2002;24636598581.0204
Kazakhstan;KAZ;Europe & Central Asia;2003;30833692831.3955
Kazakhstan;KAZ;Europe & Central Asia;2004;43151647002.6096
Kazakhstan;KAZ;Europe & Central Asia;2005;57123671733.8952
Kazakhstan;KAZ;Europe & Central Asia;2006;81003864915.5437
Kazakhstan;KAZ;Europe & Central Asia;2007;104849886825.584
Kazakhstan;KAZ;Europe & Central Asia;2008;133441612246.798
Kazakhstan;KAZ;Europe & Central Asia;2009;115308661142.927
Kazakhstan;KAZ;Europe & Central Asia;2010;148047348240.643
Kazakhstan;KAZ;Europe & Central Asia;2011;188048960311.225
Kazakhstan;KAZ;Europe & Central Asia;2012;203517198088.691
Kazakhstan;KAZ;Europe & Central Asia;2013;231876282133.87
Kenya;KEN;Sub-Saharan Africa;1960;791261028.433829
Kenya;KEN;Sub-Saharan Africa;1961;792955032.269806
Kenya;KEN;Sub-Saharan Africa;1962;868106539.360764
Kenya;KEN;Sub-Saharan Africa;1963;926584160.495037
Kenya;KEN;Sub-Saharan Africa;1964;998753741.477551
Kenya;KEN;Sub-Saharan Africa;1965;997913732.517605
Kenya;KEN;Sub-Saharan Africa;1966;1164513152.92108
Kenya;KEN;Sub-Saharan Africa;1967;1232552604.68437
Kenya;KEN;Sub-Saharan Africa;1968;1353287880.27272
Kenya;KEN;Sub-Saharan Africa;1969;1458371249.7725
Kenya;KEN;Sub-Saharan Africa;1970;1603438379.36972
Kenya;KEN;Sub-Saharan Africa;1971;1778381329.71202
Kenya;KEN;Sub-Saharan Africa;1972;2107267356.39586
Kenya;KEN;Sub-Saharan Africa;1973;2502136630.39143
Kenya;KEN;Sub-Saharan Africa;1974;2973313898.07703
Kenya;KEN;Sub-Saharan Africa;1975;3259341976.25014
Kenya;KEN;Sub-Saharan Africa;1976;3474561078.50988
Kenya;KEN;Sub-Saharan Africa;1977;4494357586.44854
Kenya;KEN;Sub-Saharan Africa;1978;5303723445.54558
Kenya;KEN;Sub-Saharan Africa;1979;6234398619.4534
Kenya;KEN;Sub-Saharan Africa;1980;7265303091.56087
Kenya;KEN;Sub-Saharan Africa;1981;6854490190.6604
Kenya;KEN;Sub-Saharan Africa;1982;6431594078.17035
Kenya;KEN;Sub-Saharan Africa;1983;5979205949.7427
Kenya;KEN;Sub-Saharan Africa;1984;6191426331.52721
Kenya;KEN;Sub-Saharan Africa;1985;6135040560.85345
Kenya;KEN;Sub-Saharan Africa;1986;7239145306.5199
Kenya;KEN;Sub-Saharan Africa;1987;7970816493.96822
Kenya;KEN;Sub-Saharan Africa;1988;8355380879.12955
Kenya;KEN;Sub-Saharan Africa;1989;8283101227.36663
Kenya;KEN;Sub-Saharan Africa;1990;8572346692.96699
Kenya;KEN;Sub-Saharan Africa;1991;8151479004.21334
Kenya;KEN;Sub-Saharan Africa;1992;8209129171.73649
Kenya;KEN;Sub-Saharan Africa;1993;5751789915.05363
Kenya;KEN;Sub-Saharan Africa;1994;7148145375.78545
Kenya;KEN;Sub-Saharan Africa;1995;9046326059.98857
Kenya;KEN;Sub-Saharan Africa;1996;12045858436.2399
Kenya;KEN;Sub-Saharan Africa;1997;13115773737.5664
Kenya;KEN;Sub-Saharan Africa;1998;14093998843.7334
Kenya;KEN;Sub-Saharan Africa;1999;12896013576.7324
Kenya;KEN;Sub-Saharan Africa;2000;12705357103.0056
Kenya;KEN;Sub-Saharan Africa;2001;12986007425.8781
Kenya;KEN;Sub-Saharan Africa;2002;13147743910.7241
Kenya;KEN;Sub-Saharan Africa;2003;14904517649.8476
Kenya;KEN;Sub-Saharan Africa;2004;16095337093.8366
Kenya;KEN;Sub-Saharan Africa;2005;18737897744.7948
Kenya;KEN;Sub-Saharan Africa;2006;25825524820.8064
Kenya;KEN;Sub-Saharan Africa;2007;31958195182.2406
Kenya;KEN;Sub-Saharan Africa;2008;35895153327.8497
Kenya;KEN;Sub-Saharan Africa;2009;37021512048.8158
Kenya;KEN;Sub-Saharan Africa;2010;40000138830.8674
Kenya;KEN;Sub-Saharan Africa;2011;41954989657.7777
Kenya;KEN;Sub-Saharan Africa;2012;50334699324.2604
Kenya;KEN;Sub-Saharan Africa;2013;55243056200.6503
Cambodia;KHM;East Asia & Pacific;1960;637142865.714286
Cambodia;KHM;East Asia & Pacific;1961;642857134.285714
Cambodia;KHM;East Asia & Pacific;1962;660000008.571429
Cambodia;KHM;East Asia & Pacific;1963;728571437.142857
Cambodia;KHM;East Asia & Pacific;1964;782857128.571429
Cambodia;KHM;East Asia & Pacific;1965;868571428.571429
Cambodia;KHM;East Asia & Pacific;1966;914285714.285714
Cambodia;KHM;East Asia & Pacific;1967;962857134.285714
Cambodia;KHM;East Asia & Pacific;1968;1065714248.57143
Cambodia;KHM;East Asia & Pacific;1969;978873267.456386
Cambodia;KHM;East Asia & Pacific;1970;718401145.881961
Cambodia;KHM;East Asia & Pacific;1971;969911437.917436
Cambodia;KHM;East Asia & Pacific;1972;505549460.316938
Cambodia;KHM;East Asia & Pacific;1973;702899173.500026
Cambodia;KHM;East Asia & Pacific;1974;588443893.689773
Cambodia;KHM;East Asia & Pacific;1975;
Cambodia;KHM;East Asia & Pacific;1976;
Cambodia;KHM;East Asia & Pacific;1977;
Cambodia;KHM;East Asia & Pacific;1978;
Cambodia;KHM;East Asia & Pacific;1979;
Cambodia;KHM;East Asia & Pacific;1980;
Cambodia;KHM;East Asia & Pacific;1981;
Cambodia;KHM;East Asia & Pacific;1982;
Cambodia;KHM;East Asia & Pacific;1983;
Cambodia;KHM;East Asia & Pacific;1984;
Cambodia;KHM;East Asia & Pacific;1985;
Cambodia;KHM;East Asia & Pacific;1986;
Cambodia;KHM;East Asia & Pacific;1987;
Cambodia;KHM;East Asia & Pacific;1988;
Cambodia;KHM;East Asia & Pacific;1989;
Cambodia;KHM;East Asia & Pacific;1990;
Cambodia;KHM;East Asia & Pacific;1991;
Cambodia;KHM;East Asia & Pacific;1992;
Cambodia;KHM;East Asia & Pacific;1993;2533727592.04165
Cambodia;KHM;East Asia & Pacific;1994;2791435218.71663
Cambodia;KHM;East Asia & Pacific;1995;3441205624.35628
Cambodia;KHM;East Asia & Pacific;1996;3506695722.70464
Cambodia;KHM;East Asia & Pacific;1997;3443413331.62426
Cambodia;KHM;East Asia & Pacific;1998;3120425502.58253
Cambodia;KHM;East Asia & Pacific;1999;3517242477.2285
Cambodia;KHM;East Asia & Pacific;2000;3654031716.26881
Cambodia;KHM;East Asia & Pacific;2001;3979813387.84404
Cambodia;KHM;East Asia & Pacific;2002;4284028138.34567
Cambodia;KHM;East Asia & Pacific;2003;4658246906.65996
Cambodia;KHM;East Asia & Pacific;2004;5337833255.95698
Cambodia;KHM;East Asia & Pacific;2005;6293046162.12584
Cambodia;KHM;East Asia & Pacific;2006;7274424518.55823
Cambodia;KHM;East Asia & Pacific;2007;8639164917.04058
Cambodia;KHM;East Asia & Pacific;2008;10351829065.611
Cambodia;KHM;East Asia & Pacific;2009;10401935531.8291
Cambodia;KHM;East Asia & Pacific;2010;11242266333.9323
Cambodia;KHM;East Asia & Pacific;2011;12829541141.0127
Cambodia;KHM;East Asia & Pacific;2012;14054443213.4639
Cambodia;KHM;East Asia & Pacific;2013;15238689686.4362
Kuwait;KWT;Middle East & North Africa;1960;
Kuwait;KWT;Middle East & North Africa;1961;
Kuwait;KWT;Middle East & North Africa;1962;
Kuwait;KWT;Middle East & North Africa;1963;
Kuwait;KWT;Middle East & North Africa;1964;
Kuwait;KWT;Middle East & North Africa;1965;2097199074.97924
Kuwait;KWT;Middle East & North Africa;1966;2391198945.30343
Kuwait;KWT;Middle East & North Africa;1967;2441598923.07329
Kuwait;KWT;Middle East & North Africa;1968;2662798825.50768
Kuwait;KWT;Middle East & North Africa;1969;2769198778.57739
Kuwait;KWT;Middle East & North Africa;1970;2873638822.11157
Kuwait;KWT;Middle East & North Africa;1971;3880392337.53093
Kuwait;KWT;Middle East & North Africa;1972;4450537865.64354
Kuwait;KWT;Middle East & North Africa;1973;5408804503.27452
Kuwait;KWT;Middle East & North Africa;1974;13006948809.4631
Kuwait;KWT;Middle East & North Africa;1975;12022811523.624
Kuwait;KWT;Middle East & North Africa;1976;13132252303.2244
Kuwait;KWT;Middle East & North Africa;1977;14137407256.5959
Kuwait;KWT;Middle East & North Africa;1978;15503557923.1265
Kuwait;KWT;Middle East & North Africa;1979;24749064362.7287
Kuwait;KWT;Middle East & North Africa;1980;28638869293.5251
Kuwait;KWT;Middle East & North Africa;1981;25058021180.4633
Kuwait;KWT;Middle East & North Africa;1982;21577153432.8715
Kuwait;KWT;Middle East & North Africa;1983;20871081551.9337
Kuwait;KWT;Middle East & North Africa;1984;21700083143.3902
Kuwait;KWT;Middle East & North Africa;1985;21445970692.8754
Kuwait;KWT;Middle East & North Africa;1986;17903989900.4776
Kuwait;KWT;Middle East & North Africa;1987;22368703292.5767
Kuwait;KWT;Middle East & North Africa;1988;20690321183.022
Kuwait;KWT;Middle East & North Africa;1989;24313856915.3884
Kuwait;KWT;Middle East & North Africa;1990;18427778571.0531
Kuwait;KWT;Middle East & North Africa;1991;11009955543.0012
Kuwait;KWT;Middle East & North Africa;1992;19858555904.6717
Kuwait;KWT;Middle East & North Africa;1993;23941392354.5306
Kuwait;KWT;Middle East & North Africa;1994;24848484744.5284
Kuwait;KWT;Middle East & North Africa;1995;27191687674.0736
Kuwait;KWT;Middle East & North Africa;1996;31492937200.8802
Kuwait;KWT;Middle East & North Africa;1997;30350433059.9669
Kuwait;KWT;Middle East & North Africa;1998;25946185993.5521
Kuwait;KWT;Middle East & North Africa;1999;30120888963.6806
Kuwait;KWT;Middle East & North Africa;2000;37718011468.5749
Kuwait;KWT;Middle East & North Africa;2001;34890773740.2178
Kuwait;KWT;Middle East & North Africa;2002;38138801497.2459
Kuwait;KWT;Middle East & North Africa;2003;47875837662.1539
Kuwait;KWT;Middle East & North Africa;2004;59440511981.7576
Kuwait;KWT;Middle East & North Africa;2005;80797945205.4795
Kuwait;KWT;Middle East & North Africa;2006;101561153806.389
Kuwait;KWT;Middle East & North Africa;2007;114721830985.916
Kuwait;KWT;Middle East & North Africa;2008;147402413798.235
Kuwait;KWT;Middle East & North Africa;2009;105911338608.398
Kuwait;KWT;Middle East & North Africa;2010;115428557470.181
Kuwait;KWT;Middle East & North Africa;2011;154032229427.959
Kuwait;KWT;Middle East & North Africa;2012;174044699037.43
Kuwait;KWT;Middle East & North Africa;2013;175830502497.796
Lebanon;LBN;Middle East & North Africa;1960;
Lebanon;LBN;Middle East & North Africa;1961;
Lebanon;LBN;Middle East & North Africa;1962;
Lebanon;LBN;Middle East & North Africa;1963;
Lebanon;LBN;Middle East & North Africa;1964;
Lebanon;LBN;Middle East & North Africa;1965;
Lebanon;LBN;Middle East & North Africa;1966;
Lebanon;LBN;Middle East & North Africa;1967;
Lebanon;LBN;Middle East & North Africa;1968;
Lebanon;LBN;Middle East & North Africa;1969;
Lebanon;LBN;Middle East & North Africa;1970;
Lebanon;LBN;Middle East & North Africa;1971;
Lebanon;LBN;Middle East & North Africa;1972;
Lebanon;LBN;Middle East & North Africa;1973;
Lebanon;LBN;Middle East & North Africa;1974;
Lebanon;LBN;Middle East & North Africa;1975;
Lebanon;LBN;Middle East & North Africa;1976;
Lebanon;LBN;Middle East & North Africa;1977;
